PPID,PP,EAL,SEN,HML,Re,Wr,Ma,Att8Est,Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccAct,EbaccDiff
349,0,0,1,L,3B,3A,3A,2.9,2.4,-0.51,3.3,4,0.7,2.6,2,-0.56,2.2,1.2,-1
519,1,0,0,L,4C,3A,3B,3,3.4,0.36,3.5,3,-0.46,2.7,3,0.25,2.3,2.3,-0.02
533,0,0,0,M,5C,3B,4B,4,5.4,1.3,4.4,4,-0.37,3.9,5.5,1.62,3.5,4.5,0.98
50,1,0,0,M,4A,3A,4B,3.9,1.2,-2.66,4.2,0.8,-3.44,3.7,2,-1.68,3.3,0.7,-2.64
758,1,0,1,L,3B,4C,3B,2.9,0.8,-2.04,3.3,1,-2.3,2.6,0,-2.56,2.2,0.5,-1.66
134,0,0,0,M,4B,4C,5B,5,2.5,-2.52,5.3,2,-3.27,4.9,4,-0.89,4.7,1.7,-3.01
432,0,0,0,H,5B,5B,5B,6.5,5.4,-1.16,6.5,5.5,-1.03,6.7,5.5,-1.17,6.4,4.5,-1.9
322,0,0,1,M,5C,3A,4B,4.3,1.2,-3.09,4.6,2,-2.59,4.1,2,-2.11,3.8,0.5,-3.31
517,0,0,0,L,4C,4C,3B,2.9,1.5,-1.36,3.3,2,-1.3,2.6,0,-2.56,2.2,1.3,-0.83
83,0,0,0,M,5C,4B,3A,3.5,3.6,0.11,3.9,5.5,1.64,3.3,3,-0.28,2.9,1.8,-1.03
264,1,1,0,H,5C,4B,5B,5.6,5.5,-0.07,5.7,4,-1.74,5.5,5.5,-0.04,5.3,5.5,0.18
434,0,1,0,M,4A,3A,4C,3.5,3.7,0.21,3.9,5.5,1.64,3.3,3,-0.28,2.9,3.3,0.47
1002,1,0,0,L,4C,3B,3C,2.5,1.5,-1.01,2.9,1.5,-1.41,2.1,0,-2.09,1.8,1.3,-0.42
67,0,0,0,M,4B,3A,4C,3.5,3,-0.54,3.9,4,0.14,3.3,2,-1.28,2.9,1.8,-1.03
617,0,0,1,L,3C,3B,3A,2.6,2.5,-0.1,3.1,3,-0.07,2.2,3,0.77,1.9,1.2,-0.72
21,0,0,0,H,5B,4B,5C,5.6,4.4,-1.17,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,3.3,-1.99
249,0,0,1,M,4A,4B,5C,5,4.8,-0.22,5.3,5.5,0.23,4.9,4,-0.89,4.7,3.7,-1.01
365,0,0,1,L,N,3C,3C,2,0.3,-1.67,2.4,1,-1.41,1.5,0,-1.47,1.3,0,-1.32
883,0,0,0,L,4B,3C,3B,2.7,3.5,0.77,3.2,4,0.81,2.4,3,0.63,2,1.5,-0.51
451,1,0,1,M,4C,3A,4B,3.5,1.7,-1.79,3.9,1.5,-2.36,3.3,2,-1.28,2.9,0.8,-2.03
22,0,0,1,L,4C,3C,3B,2.7,1.8,-0.98,3.2,3,-0.19,2.4,0,-2.37,2,0.8,-1.17
653,0,0,0,M,4B,4A,4A,4.5,2.9,-1.62,4.8,3,-1.81,4.3,4,-0.35,4.1,1.7,-2.41
829,0,0,0,,,,,,3.1,,,4,,,3,,,1.5,
828,0,0,0,H,5C,4A,5C,5.6,6.4,0.83,5.7,7,1.26,5.5,5.5,-0.04,5.3,5.5,0.18
798,1,0,0,M,4B,4B,4B,4,2.1,-2,4.4,3,-1.37,3.9,2,-1.88,3.5,1.3,-2.19
486,0,0,0,M,5C,3A,4B,4,3.4,-0.7,4.4,3,-1.37,3.9,3,-0.88,3.5,2.2,-1.35
799,1,0,0,M,4B,3A,4B,3.9,2.8,-1.06,4.2,4,-0.19,3.7,3,-0.68,3.3,1.7,-1.64
546,1,0,0,M,4B,4C,4C,3.7,4.2,0.53,4,5.5,1.47,3.5,3,-0.47,3.1,3.3,0.25
129,1,0,0,L,3A,4C,3A,3.2,3.5,0.28,3.6,4,0.43,2.9,3,0.08,2.5,2.7,0.16
715,0,0,0,L,N,3C,3B,2,0,-2.05,2.5,0,-2.51,1.6,0,-1.56,1.4,0,-1.36
207,1,0,0,L,4B,3A,3A,3,1.7,-1.39,3.5,2,-1.46,2.7,0,-2.75,2.3,1,-1.35
108,1,0,1,M,5C,4B,4C,4,4.5,0.45,4.4,7,2.63,3.9,3,-0.88,3.5,3.7,0.15
139,0,0,0,H,5B,4B,5C,5.6,3.2,-2.37,5.7,4,-1.74,5.5,4,-1.54,5.3,2.7,-2.65
327,1,0,0,H,5C,5C,5A,6.5,5.8,-0.71,6.5,7,0.47,6.7,5.5,-1.17,6.4,5,-1.4
243,1,0,0,M,4A,4B,5C,5.3,6,0.68,5.5,7,1.53,5.2,5.5,0.3,5,5.5,0.54
583,0,0,0,H,5B,5C,5B,6.8,8.2,1.35,6.8,8.5,1.65,7,8.5,1.48,6.8,7.5,0.71
590,0,0,1,L,4C,3B,3C,2.6,1.9,-0.75,3.1,2,-1.07,2.2,0,-2.23,1.9,0.8,-1.05
340,0,1,0,L,B,B,B,1.7,4.8,3.09,2.1,5.5,3.42,1.1,4,2.9,1.1,4,2.94
753,0,1,0,H,5C,5C,5B,6.2,7.8,1.58,6.2,7,0.78,6.3,8.5,2.21,6,8,1.99
143,1,0,0,H,5B,4B,5B,6.2,7.5,1.28,6.2,8.5,2.28,6.3,7,0.71,6,7.5,1.49
305,0,0,0,M,4B,3A,4C,3.5,2,-1.49,3.9,2,-1.86,3.3,3,-0.28,2.9,1,-1.86
441,1,0,1,M,3A,4C,4C,3.3,3.4,0.08,3.7,5.5,1.8,3.1,3,-0.1,2.7,0.7,-1.99
21,0,0,0,M,5C,4C,4A,4.8,3.7,-1.07,5,4,-1.05,4.6,4,-0.6,4.4,3.3,-1.04
501,0,0,0,L,3A,3A,4C,3.2,2.8,-0.37,3.6,3,-0.57,2.9,3,0.08,2.5,1.5,-1
481,0,0,0,L,3A,3C,4B,3.2,2.9,-0.32,3.6,4,0.43,2.9,3,0.08,2.5,1.8,-0.67
68,1,0,1,L,B,B,B,1.6,1.5,-0.06,1.9,2,0.13,1.1,2,0.88,1.1,0.7,-0.39
657,1,0,1,M,4B,3B,4B,3.7,1.4,-2.32,4,2,-2.03,3.5,2,-1.47,3.1,1.3,-1.75
545,0,0,0,M,5C,4B,4C,4.3,3,-1.34,4.6,4,-0.59,4.1,3,-1.11,3.8,1,-2.81
60,1,1,0,M,5C,4C,4B,4.3,6.6,2.26,4.6,5.5,0.91,4.1,7,2.89,3.8,7,3.19
628,0,0,0,L,4C,3A,3C,2.7,3.9,1.12,3.2,5.5,2.31,2.4,3,0.63,2,2.2,0.16
66,0,0,0,M,4C,4B,4C,3.9,4,0.14,4.2,4,-0.19,3.7,4,0.32,3.3,2.5,-0.81
538,1,0,0,M,4A,4C,4A,4.8,3.8,-1.02,5,4,-1.05,4.6,3,-1.6,4.4,3.7,-0.71
141,0,0,1,L,4C,3C,3C,2,2.3,0.2,2.5,2,-0.51,1.6,3,1.44,1.4,1.3,-0.03
28,0,0,0,M,4A,3A,3A,3.5,1.6,-1.94,3.9,2,-1.86,3.3,3,-0.28,2.9,1.3,-1.53
727,1,0,0,M,4A,3B,4A,4.3,3.8,-0.49,4.6,4,-0.59,4.1,4,-0.11,3.8,2.3,-1.48
85,1,0,0,M,3A,3B,4A,3.7,3.1,-0.62,4,3,-1.03,3.5,4,0.53,3.1,3.3,0.25
9,0,0,1,L,B,B,N,1.7,0.7,-0.94,2.1,1.5,-0.58,1.1,0,-1.1,1.1,0.5,-0.56
833,0,1,0,L,4C,3A,3A,3,2.3,-0.79,3.5,3,-0.46,2.7,2,-0.75,2.3,0.8,-1.52
73,1,0,1,L,N,3C,N,1.7,2.1,0.44,2.1,3,0.92,1.1,1,-0.1,1.1,1,-0.06
71,0,0,0,M,5C,4B,4A,4.8,3.6,-1.22,5,4,-1.05,4.6,4,-0.6,4.4,2.7,-1.71
444,0,0,0,M,4C,4C,5B,4.8,4.2,-0.62,5,3,-2.05,4.6,4,-0.6,4.4,3.7,-0.71
737,1,0,0,M,3A,4C,4A,4,2.7,-1.4,4.4,3,-1.37,3.9,3,-0.88,3.5,1.2,-2.35
376,0,0,0,H,5B,4C,5B,6.2,6.3,0.08,6.2,7,0.78,6.3,5.5,-0.79,6,6.5,0.49
931,0,0,0,M,4A,4B,4B,4.3,5.8,1.51,4.6,7,2.41,4.1,5.5,1.39,3.8,4,0.19
836,0,0,1,M,4A,4B,4C,3.9,3.1,-0.81,4.2,5.5,1.31,3.7,1.5,-2.18,3.3,1.5,-1.81
15,1,0,1,L,4C,3A,3B,2.9,1.2,-1.66,3.3,3,-0.3,2.6,0,-2.56,2.2,0.3,-1.83
593,1,0,0,H,5B,5C,5A,7.2,4.8,-2.49,7.2,4,-3.2,7.4,5.5,-1.93,7.2,4,-3.22
624,0,0,1,L,N,N,3C,1.7,0.8,-0.91,2.2,1.5,-0.71,1.2,0,-1.18,1.1,0.3,-0.74
428,0,0,0,M,4B,4C,4B,4,2.8,-1.25,4.4,4,-0.37,3.9,3,-0.88,3.5,1,-2.52
293,0,0,0,M,5B,4C,4A,5.3,4.5,-0.77,5.5,5.5,0.03,5.2,4,-1.2,5,3.7,-1.29
367,1,1,0,,,,,,4.2,,,5.5,,,5.5,,,3,
207,0,0,0,M,5C,4A,4A,5.3,4.6,-0.67,5.5,5.5,0.03,5.2,4,-1.2,5,3,-1.96
512,1,0,0,M,5C,4B,4B,4.3,4.4,0.06,4.6,7,2.41,4.1,4,-0.11,3.8,2.7,-1.14
257,0,0,1,M,5B,4A,4C,4.5,4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,2.5,-1.57
113,0,0,1,M,5C,4C,5C,5,5.1,0.03,5.3,5.5,0.23,4.9,5.5,0.61,4.7,5.5,0.82
173,1,0,0,M,3A,4C,4B,3.5,1.7,-1.84,3.9,3,-0.86,3.3,3,-0.28,2.9,0.8,-2.03
264,0,0,0,H,5C,4A,5C,5.6,3.7,-1.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,2.3,-2.99
563,0,0,0,H,5C,4B,5C,5.3,4,-1.27,5.5,5.5,0.03,5.2,3,-2.2,5,2.7,-2.29
706,0,0,1,H,5B,4B,5C,5.6,5.4,-0.22,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,4.5,-0.82
750,0,0,0,M,4C,4C,5C,4,5.1,1,4.4,5.5,1.13,3.9,5.5,1.62,3.5,4.5,0.98
703,0,0,1,H,5C,4B,5B,5.6,2.5,-3.12,5.7,3,-2.74,5.5,3,-2.54,5.3,2,-3.32
881,1,1,0,,,,,,4.9,,,4,,,7,,,4,
521,0,0,0,H,5B,5B,4A,5.9,5.6,-0.26,6,8.5,2.52,5.9,5.5,-0.4,5.7,3.3,-2.32
379,0,0,0,M,4A,4C,4B,4.3,3.9,-0.44,4.6,5.5,0.91,4.1,4,-0.11,3.8,2,-1.81
256,0,0,1,M,4C,4C,4A,4.3,3.5,-0.79,4.6,5.5,0.91,4.1,4,-0.11,3.8,1.7,-2.14
1020,1,0,0,L,N,3A,4C,2.7,0,-2.73,3.2,0,-3.19,2.4,0,-2.37,2,0,-2.01
1016,1,0,1,L,3C,3A,4C,2.9,2.4,-0.51,3.3,3,-0.3,2.6,2,-0.56,2.2,1.8,-0.33
589,0,0,0,H,5C,5C,5C,5.6,6,0.38,5.7,5.5,-0.24,5.5,7,1.46,5.3,6,0.68
748,0,0,1,M,4A,4C,4B,4,2.9,-1.15,4.4,4,-0.37,3.9,3,-0.88,3.5,2.3,-1.19
732,0,0,1,M,4A,4C,4A,4.5,4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,2,-2.07
400,1,0,0,L,3A,3B,N,2,0.1,-1.95,2.5,0.5,-2.01,1.6,0,-1.56,1.4,0,-1.36
924,0,0,0,M,5C,4A,4A,5.3,5.4,0.08,5.5,7,1.53,5.2,4,-1.2,5,4.5,-0.46
267,1,0,0,M,4A,5C,4B,4.8,0.6,-4.17,5,2,-3.05,4.6,0,-4.6,4.4,0.3,-4.04
613,0,0,0,M,5B,4B,4B,4.8,4.4,-0.42,5,7,1.95,4.6,4,-0.6,4.4,2.2,-2.21
607,1,0,1,M,4B,3B,5B,4.8,2.6,-2.22,5,2.8,-2.3,4.6,4,-0.6,4.4,1.8,-2.54
774,0,0,0,M,4C,3B,4C,3.3,2.1,-1.27,3.7,3,-0.7,3.1,2,-1.1,2.7,1,-1.66
341,0,0,1,M,5C,4C,5C,5,5.1,0.03,5.3,5.5,0.23,4.9,4,-0.89,4.7,4.5,-0.18
132,1,0,0,M,4C,4C,4B,3.5,1.9,-1.59,3.9,3,-0.86,3.3,0,-3.28,2.9,1,-1.86
461,1,0,0,M,4C,4C,4B,3.7,2.4,-1.27,4,3,-1.03,3.5,3,-0.47,3.1,1.2,-1.91
1003,1,0,0,H,5B,5B,5B,6.8,7.3,0.45,6.8,7,0.15,7,8.5,1.48,6.8,7.5,0.71
105,0,0,0,H,4A,5C,5B,6.2,6.4,0.23,6.2,5.5,-0.72,6.3,7,0.71,6,7.5,1.49
324,1,0,0,,,,,,3.5,,,4,,,4,,,2.2,
904,0,0,0,M,4A,4,4A,4.7,5.9,1.13,5.1,7,1.87,4.5,6,1.47,4.2,6,1.8
949,0,0,0,M,4A,4,4A,4.5,4.6,0.09,4.9,4,-0.94,4.3,4,-0.28,4,5,1.03
144,0,0,0,H,5C,4,5C,5.5,5.5,-0.07,5.9,4,-1.86,5.4,6,0.56,5.1,4.5,-0.64
447,0,0,1,M,4A,3,4B,4.1,1.7,-2.39,4.5,2,-2.53,3.8,1,-2.84,3.5,1.7,-1.83
69,0,0,0,M,4A,5,4A,4.7,4,-0.72,5.1,5,-0.13,4.5,5,0.47,4.2,2.7,-1.54
303,1,0,0,M,4C,4,4C,3.1,3.3,0.12,3.6,4,0.41,2.7,3,0.28,2.5,3.8,1.35
604,0,1,1,L,3C,2,N,2.1,1.4,-0.66,2.4,2,-0.41,1.6,1,-0.57,1.5,0.5,-0.99
344,0,1,1,,,,,,3.7,,,5,,,3,,,3,
711,0,0,0,H,5B,5,5B,6.4,7.2,0.72,6.6,6,-0.6,6.6,8,1.42,6.2,7,0.79
1036,0,0,1,M,4A,3,4B,3.9,3.8,-0.15,4.3,4,-0.32,3.6,3,-0.64,3.3,3.7,0.38
231,0,0,0,H,5B,5,5B,6.1,6.7,0.59,6.3,7,0.66,6.2,7,0.81,5.8,6.5,0.68
541,0,1,0,,,,,,3.2,,,2,,,5,,,3.3,
338,1,0,0,M,4C,3,4C,3.4,4.6,1.14,3.9,5,1.14,3,5,1.96,2.8,4.5,1.74
356,0,0,0,H,5C,4,5B,5.8,6,0.16,6.1,6,-0.08,5.8,5,-0.8,5.5,5,-0.46
234,1,1,1,H,5B,5,5A,7.2,3.4,-3.87,7.3,3,-4.3,7.5,5,-2.46,7.1,1.8,-5.29
607,0,0,0,H,5B,4,5C,5.5,6.1,0.53,5.9,6,0.14,5.4,7,1.56,5.1,5,-0.14
970,0,0,0,M,4A,5,4A,4.7,3.5,-1.27,5.1,6,0.87,4.5,3,-1.53,4.2,1.5,-2.7
716,0,0,0,M,4B,4,4C,3.6,2.2,-1.41,4,3,-0.99,3.2,2,-1.24,2.9,1.5,-1.43
625,0,1,0,,,,,,1.6,,,2,,,2,,,1.5,
1035,0,0,0,M,5B,5,4C,4.5,4.5,-0.01,4.9,6,1.05,4.3,4,-0.28,4,3,-0.97
520,1,0,1,L,3C,3,4B,3,0.2,-2.8,3.4,0,-3.44,2.5,1,-1.54,2.4,0,-2.35
125,0,0,0,M,4C,4,4C,3.4,2.3,-1.16,3.9,2,-1.86,3,3,-0.05,2.8,1.2,-1.59
962,1,0,0,M,4B,4,3A,3.4,4.2,0.74,3.9,6,2.14,3,3,-0.05,2.8,3,0.24
162,1,0,0,M,5B,3,3B,3.7,1.2,-2.53,4.2,3,-1.15,3.4,0,-3.44,3.1,0.3,-2.77
673,0,0,0,M,4B,4,5B,4.7,3.7,-1.02,5.1,3,-2.13,4.5,6,1.47,4.2,1.7,-2.54
37,0,0,0,M,4B,4,5C,4.5,4.5,-0.01,4.9,6,1.05,4.3,4,-0.28,4,3.3,-0.63
181,0,0,0,H,5C,5,5C,5.5,5.4,-0.12,5.9,5,-0.86,5.4,6,0.56,5.1,4.2,-0.97
589,1,0,0,H,5B,5,6A,6.1,2.7,-3.46,6.3,3,-3.34,6.2,3,-3.18,5.8,1.3,-4.49
596,1,0,1,H,5B,5,5A,6.8,5,-1.81,6.9,5,-1.94,7,6,-1.01,6.7,1.8,-4.82
723,1,0,0,L,3C,3,3B,2.4,3,0.61,2.8,4,1.24,1.9,3,1.11,1.8,1.2,-0.6
60,0,0,0,M,5C,4,4B,4.7,4.8,0.08,5.1,5,-0.13,4.5,5,0.47,4.2,3.3,-0.87
489,0,0,0,M,4A,4,4B,4.3,3.6,-0.74,4.7,4,-0.7,4.1,4,-0.06,3.7,2.3,-1.39
88,0,0,0,H,5B,4,5A,6.8,4.9,-1.96,6.9,5,-1.94,7,5,-2.02,6.7,4,-2.65
614,0,0,0,M,5C,5,4A,4.7,4.3,-0.42,5.1,5,-0.13,4.5,4,-0.53,4.2,3.3,-0.87
690,1,0,0,L,3C,4,4C,2.7,2.6,-0.1,3.1,3,-0.12,2.3,2,-0.25,2.1,1.2,-0.9
849,0,0,0,M,5B,4,4C,4.5,2.1,-2.41,4.9,4,-0.94,4.3,1,-3.29,4,0.3,-3.63
405,1,0,0,H,5C,4,4A,5,2.9,-2.13,5.4,4,-1.37,4.8,3,-1.81,4.5,1,-3.51
166,0,0,0,M,4B,3,3A,3.4,5.1,1.69,3.9,6,2.14,3,4,0.95,2.8,4.5,1.74
771,0,0,0,H,5B,5,5B,6.4,6.9,0.42,6.6,7,0.4,6.6,7,0.42,6.2,7,0.79
480,0,0,0,H,5B,5,5B,6.1,6.9,0.74,6.3,9,2.66,6.2,5,-1.18,5.8,5.5,-0.32
703,1,0,0,M,5B,4,4C,4.5,1.5,-3.04,4.9,3,-1.95,4.3,1,-3.29,4,0.3,-3.63
898,1,0,0,H,5C,4,4A,5.3,2.2,-3.1,5.6,3,-2.63,5.1,4,-1.11,4.8,1.8,-2.99
515,0,0,0,M,4A,4,3C,3.2,3.7,0.41,3.7,6,2.3,2.9,2,-0.86,2.6,2.3,-0.27
637,0,0,0,M,4C,4,4B,3.6,3.1,-0.46,4,3,-0.99,3.2,4,0.76,2.9,3.3,0.41
446,0,0,1,H,5B,4,5B,6.4,5.3,-1.18,6.6,5,-1.6,6.6,5,-1.58,6.2,5,-1.21
829,1,0,0,M,5C,4,3A,3.9,2.3,-1.65,4.3,3,-1.32,3.6,2,-1.64,3.3,1.2,-2.12
360,0,0,0,M,4B,4,4B,3.9,4,0.1,4.3,4,-0.32,3.6,5,1.36,3.3,3.3,0.05
92,0,0,0,M,4C,4,4A,3.9,5.5,1.6,4.3,6,1.68,3.6,6,2.36,3.3,4.5,1.22
965,1,0,1,M,4B,3,4C,3.7,1.5,-2.23,4.2,2,-2.15,3.4,2,-1.44,3.1,1.2,-1.94
24,0,0,1,L,4C,3,3B,3,2.2,-0.8,3.4,3,-0.44,2.5,2,-0.55,2.4,0.7,-1.69
727,1,0,1,L,3C,3,4C,2.7,2.2,-0.55,3.1,3,-0.12,2.3,2,-0.25,2.1,0.5,-1.56
687,0,0,0,H,5B,6,5B,6.4,5.7,-0.73,6.6,6,-0.6,6.6,5,-1.58,6.2,6,-0.21
389,0,0,1,M,5B,4,4C,4.5,3.6,-0.96,4.9,4,-0.94,4.3,3,-1.28,4,2.7,-1.3
654,1,0,0,M,5C,4,4A,4.7,1.5,-3.22,5.1,2,-3.13,4.5,3,-1.53,4.2,1,-3.2
419,1,0,0,M,4C,3,4B,3.7,0.8,-2.98,4.2,2,-2.15,3.4,1,-2.44,3.1,0.5,-2.61
921,1,0,0,H,5C,4,5C,5.3,3.3,-2,5.6,3,-2.63,5.1,4,-1.11,4.8,2,-2.82
545,0,0,0,H,5B,4,4A,5.3,3.7,-1.6,5.6,3,-2.63,5.1,4,-1.11,4.8,2.5,-2.32
72,0,0,0,H,5B,4,5A,6.8,5.9,-0.91,6.9,5,-1.94,7,6,-1.01,6.7,6,-0.65
248,0,0,0,M,4A,4,4C,3.7,3.8,0.07,4.2,7,2.85,3.4,2,-1.44,3.1,2.3,-0.77
38,1,0,1,M,4C,3,5C,4.3,1.6,-2.74,4.7,2,-2.7,4.1,2,-2.06,3.7,0.8,-2.89
958,0,1,0,H,4A,4,5B,5.5,7.2,1.68,5.9,7,1.14,5.4,8,2.56,5.1,6,0.86
635,0,0,0,,,,,,4.4,,,6,,,5,,,2.3,
514,0,0,0,M,4B,4,3A,3.2,3.9,0.61,3.7,4,0.3,2.9,4,1.14,2.6,3,0.4
498,0,0,0,,,,,,5.2,,,6,,,5,,,4,
260,0,0,0,H,5B,5,5B,6.4,5.6,-0.83,6.6,5,-1.6,6.6,5,-1.58,6.2,4.5,-1.71
1034,0,0,1,L,N,3,3B,2.1,0.9,-1.18,2.4,1,-1.4,1.6,1,-0.57,1.5,0,-1.49
401,0,0,0,H,4A,5,5B,5.3,4.7,-0.6,5.6,3,-2.63,5.1,5,-0.11,4.8,4.2,-0.65
706,1,0,0,M,3A,4,4A,3.6,3.8,0.24,4,7,3.02,3.2,3,-0.23,2.9,1.8,-1.09
548,1,0,1,M,4B,4,4B,3.9,1.6,-2.28,4.3,2,-2.32,3.6,3,-0.64,3.3,1.2,-2.12
154,0,0,0,H,4A,4,5B,5.5,5.3,-0.22,5.9,6,0.14,5.4,5,-0.44,5.1,4,-1.14
879,0,0,1,M,3C,2,5C,3.1,1.9,-1.23,3.6,2,-1.59,2.7,3,0.28,2.5,0.5,-1.98
159,0,0,0,H,5B,4,4A,5.5,4.5,-1.02,5.9,5,-0.86,5.4,4,-1.44,5.1,4,-1.14
566,0,0,0,,,,,,,,,,,,,,,,
629,0,0,0,H,4B,4,5B,5,3.6,-1.38,5.4,4,-1.37,4.8,4,-0.81,4.5,1.5,-3.01
31,0,0,1,M,4C,4,4C,3.4,3,-0.46,3.9,3,-0.86,3,3,-0.05,2.8,2.3,-0.43
206,0,0,0,M,4C,3,4B,3.6,2.1,-1.46,4,2,-1.99,3.2,2,-1.24,2.9,2,-0.93
15,1,1,0,M,4B,4,4C,3.7,2.8,-0.98,4.2,3,-1.15,3.4,2,-1.44,3.1,2.7,-0.44
751,0,0,0,M,4A,5,4A,4.5,5.8,1.29,4.9,6,1.05,4.3,5,0.71,4,4.5,0.53
648,1,0,1,M,5C,4,4B,4.5,0.8,-3.71,4.9,2,-2.94,4.3,2,-2.29,4,0,-3.97
1008,1,1,0,,,,,,5.3,,,6,,,5,,,5,
766,1,0,0,M,4B,4,4A,4.1,2.9,-1.19,4.5,3,-1.52,3.8,2,-1.84,3.5,1.7,-1.83
1016,0,0,0,M,5C,4,3A,3.9,3.8,-0.15,4.3,5,0.68,3.6,2,-1.64,3.3,3.3,0.05
29,0,0,1,L,4C,3,3B,3,1.9,-1.14,3.4,3,-0.44,2.5,1,-1.54,2.4,1,-1.35
451,0,0,0,H,5B,5,6C,6.8,0,-6.81,6.9,0,-6.94,7,0,-7.01,6.7,0,-6.65
270,0,0,0,H,5C,4,5C,5.3,5.2,-0.1,5.6,6,0.38,5.1,5,-0.11,4.8,4,-0.82
796,0,0,0,H,5B,4,5A,6.8,4.6,-2.21,6.9,3,-3.94,7,7,-0.01,6.7,3.3,-3.32
203,0,0,0,H,5C,4,5B,6.1,3.8,-2.36,6.3,3,-3.34,6.2,5,-1.18,5.8,3,-2.82
52,0,0,0,L,3A,4,3B,2.7,2.2,-0.55,3.1,3,-0.12,2.3,2,-0.25,2.1,1.5,-0.56
289,0,0,0,M,4A,4,4B,4.1,2.5,-1.64,4.5,2,-2.53,3.8,3,-0.83,3.5,1.5,-1.99
856,0,0,1,M,4C,3,4C,3.2,2.6,-0.69,3.7,3,-0.7,2.9,3,0.14,2.6,1.5,-1.1
10,1,0,,M,4C,3,4B,3.4,1.9,-1.51,3.9,2,-1.86,3,2,-1.04,2.8,1.3,-1.43
695,,0,,M,4A,4,4A,4.5,5.1,0.54,4.9,6,1.05,4.3,4,-0.28,4,4.5,0.53
399,1,0,1,H,5B,5,5B,6.4,6,-0.43,6.6,6,-0.6,6.6,6,-0.58,6.2,5.5,-0.71
106,1,0,,H,5C,5,5A,6.1,5.6,-0.56,6.3,4,-2.34,6.2,7,0.81,5.8,4.7,-1.16
900,1,0,1,M,4B,3,4C,3.6,2.7,-0.91,4,3,-0.99,3.2,2,-1.24,2.9,1.5,-1.43
938,,0,,M,4B,3,4C,3.6,3.3,-0.31,4,5,1.01,3.2,2,-1.24,2.9,1.7,-1.26
572,,0,1,M,5C,4,4A,4.7,3.2,-1.57,5.1,4,-1.13,4.5,3,-1.53,4.2,1.7,-2.54
183,1,0,1,M,4A,3,3B,3.6,1.7,-1.91,4,3,-0.99,3.2,1,-2.23,2.9,0.3,-2.59
239,1,0,0,M,5C,4,4B,4.3,4.2,-0.14,4.7,6,1.29,4.1,3,-1.06,3.7,2.8,-0.89
442,0,0,0,L,4B,4,3B,3,2.9,-0.09,3.4,4,0.56,2.5,2,-0.55,2.4,2,-0.35
138,0,0,0,M,5C,3,3A,3.7,5,1.22,4.2,5,0.85,3.4,4,0.56,3.1,4,0.89
589,0,0,0,H,5B,4,5C,5.5,3.9,-1.62,5.9,6,0.14,5.4,4,-1.44,5.1,3,-2.14
870,0,0,0,,,,,,3.5,,,5,,,2,,,3.3,
53,0,0,1,M,4B,4,4C,3.7,3.4,-0.38,4.2,5,0.85,3.4,3,-0.44,3.1,2.2,-0.94
73,0,0,1,H,5C,5,5C,5.5,6.7,1.13,5.9,7,1.14,5.4,8,2.56,5.1,5.5,0.36
157,0,0,0,H,5B,4,5A,6.8,3.5,-3.31,6.9,5,-1.94,7,4,-3.02,6.7,1.8,-4.82
387,1,0,0,H,5A,5,5A,7.2,5.3,-1.97,7.3,8,0.7,7.5,5,-2.46,7.1,4.2,-2.96
207,0,0,0,M,5C,5,4A,5,6.5,1.47,5.4,7,1.63,4.8,5,0.19,4.5,7,2.49
414,0,0,0,M,3A,3,4C,3.2,3.5,0.25,3.7,3,-0.7,2.9,5,2.14,2.6,3,0.4
690,0,0,0,M,4A,4,5C,5,3.9,-1.08,5.4,3,-2.37,4.8,4,-0.81,4.5,2.8,-1.67
395,0,0,1,L,B,2,B,1.8,0.7,-1.11,2.1,1,-1.13,1.2,0,-1.2,1.3,0.3,-0.98
257,0,0,1,M,4C,3,4B,3.6,2.5,-1.06,4,2,-1.99,3.2,3,-0.23,2.9,0.7,-2.26
136,0,0,0,M,4A,5,4A,4.5,5.8,1.24,4.9,6,1.05,4.3,6,1.72,4,4.7,0.7
787,0,0,0,M,4A,4,4B,4.1,4.5,0.41,4.5,5,0.47,3.8,4,0.17,3.5,3.7,0.17
438,0,0,0,M,4A,5,5C,4.7,4.8,0.03,5.1,5,-0.13,4.5,5,0.47,4.2,3.7,-0.54
658,0,0,0,H,5C,4,5C,5.3,5.5,0.25,5.6,6,0.38,5.1,6,0.89,4.8,5,0.18
86,0,0,0,L,3C,4,4C,2.9,0,-2.86,3.3,0,-3.3,2.4,0,-2.39,2.2,0,-2.21
342,0,0,0,H,5C,4,4A,5.3,3.4,-1.9,5.6,5,-0.63,5.1,5,-0.11,4.8,1.5,-3.32
516,0,0,0,H,5C,5,5B,5.8,5.2,-0.64,6.1,5,-1.08,5.8,5,-0.8,5.5,4,-1.46
52,1,1,0,M,4C,4,4C,3.2,4.2,0.96,3.7,4,0.3,2.9,4,1.14,2.6,3,0.4
